amount,hour_of_day,transaction_type,is_foreign_country,account_age_days,num_transactions_today,distance_from_home_km,is_fraud
111.18,16,purchase,0,3202,1,5.16,0
114.18,16,online,0,3342,4,17.52,0
204.42,20,purchase,0,2074,0,15.89,0
66.68,16,transfer,0,3338,2,5.76,0
24.79,22,online,1,2078,3,14.11,0
27.26,11,online,1,2931,0,8.3,0
292.28,16,transfer,0,1305,0,1.95,0
13.95,8,withdrawal,0,498,0,39.07,0
51.25,12,purchase,0,3387,1,4.82,0
95.03,22,online,0,129,3,10.65,0
81.73,7,purchase,0,412,2,0.83,0
71.02,22,withdrawal,0,1303,0,15.52,0
98.41,18,withdrawal,0,274,2,11.84,0
161.17,11,withdrawal,0,2327,0,24.87,0
65.55,13,purchase,0,726,2,0.21,0
13.58,6,purchase,0,3185,1,40.94,0
33.63,10,withdrawal,0,1327,5,43.05,0
61.4,21,transfer,0,2322,4,6.73,0
26.52,15,transfer,0,1917,3,6.3,0
61.41,20,purchase,0,508,3,4.09,0
30.2,18,online,0,1001,1,8.94,0
144.49,13,purchase,0,750,1,35.94,0
36.72,14,transfer,0,581,1,0.26,0
106.08,6,purchase,0,261,5,5.44,0
53.65,22,online,0,3219,2,7.69,0
9.97,12,purchase,1,106,4,8.33,0
71.69,15,withdrawal,0,421,3,70.94,0
97.73,12,withdrawal,0,3485,3,6.76,0
3.1,17,purchase,0,3219,2,40.88,0
63.78,22,transfer,0,2338,4,2.66,0
21.98,8,purchase,0,3549,1,18.78,0
72.95,19,transfer,0,1231,2,19.76,0
105.7,19,online,0,906,2,22.88,0
52.47,11,withdrawal,1,658,0,8.73,0
63.88,16,purchase,0,2281,3,21.89,0
78.49,22,purchase,0,627,2,23.64,0
69.25,15,purchase,0,363,1,22.53,0
13.13,14,purchase,1,810,1,14.3,0
146.52,14,purchase,0,1250,4,0.16,0
35.83,8,purchase,0,572,5,6.75,0
12.76,7,purchase,1,1672,1,37.37,0
36.26,11,purchase,0,2345,1,0.99,0
88.36,16,purchase,0,2736,2,9.55,0
246.22,9,purchase,0,1640,2,15.59,0
76.86,16,withdrawal,0,1565,3,0.02,0
44.79,13,purchase,0,755,1,6.21,0
127.16,17,online,1,3148,0,4.84,0
181.48,22,online,0,3102,2,72.91,0
70.6,9,purchase,0,67,1,0.36,0
27.16,9,transfer,0,57,6,31.73,0
113.69,8,purchase,0,2094,2,2.31,0
4.62,21,transfer,0,698,2,27.62,0
129.35,11,purchase,0,1877,1,11.99,0
22.06,21,purchase,0,996,4,12.91,0
176.67,22,purchase,0,3096,2,7.25,0
256.01,11,online,0,1020,2,30.82,0
37.52,10,purchase,0,2937,3,20.98,0
163.98,18,online,0,3536,1,1.43,0
50.52,18,purchase,0,2921,3,2.47,0
16.49,7,withdrawal,0,2691,3,3.5,0
140.0,10,withdrawal,0,1527,4,14.93,0
119.08,13,transfer,0,1995,3,4.06,0
81.0,19,online,0,2084,0,5.31,0
38.56,12,online,0,505,3,39.66,0
170.27,20,withdrawal,0,2229,2,4.78,0
24.87,21,purchase,0,833,0,5.59,0
203.97,12,purchase,0,180,2,11.7,0
63.42,12,purchase,0,808,3,12.78,0
38.53,17,purchase,0,1960,1,35.75,0
89.76,21,purchase,0,1151,3,1.59,0
67.88,15,withdrawal,0,1608,1,8.7,0
117.18,16,withdrawal,0,339,5,0.67,0
39.97,17,withdrawal,1,2451,1,20.9,0
53.98,18,purchase,0,1837,0,27.24,0
171.5,21,withdrawal,0,1270,0,9.92,0
48.91,17,purchase,0,2140,2,40.73,0
140.71,19,purchase,0,3566,1,2.18,0
150.48,22,withdrawal,0,3613,4,10.06,0
79.84,17,purchase,0,3542,1,10.08,0
49.41,20,purchase,0,3605,2,12.37,0
92.2,19,purchase,0,2083,2,5.68,0
40.41,13,withdrawal,0,312,0,1.14,0
23.4,16,purchase,0,580,5,1.93,0
32.62,21,transfer,0,2933,3,39.76,0
43.44,21,purchase,0,1784,1,2.9,0
20.99,16,purchase,0,2488,1,9.57,0
88.83,17,withdrawal,0,249,2,1.29,0
132.29,21,purchase,0,2678,3,2.64,0
93.88,11,withdrawal,0,809,3,1.17,0
53.87,11,online,0,542,1,10.34,0
96.83,14,purchase,1,3246,2,10.34,0
83.8,22,purchase,0,2053,3,5.81,0
97.09,19,purchase,0,3624,0,10.9,0
46.43,9,purchase,0,3535,3,3.85,0
59.86,14,transfer,0,497,4,3.52,0
50.45,10,purchase,0,505,3,9.65,0
54.76,8,transfer,0,1788,0,4.35,0
64.61,8,purchase,0,1880,1,45.92,0
54.48,20,transfer,0,2686,3,1.47,0
22.21,10,withdrawal,0,477,1,9.73,0
13.97,22,purchase,0,2810,0,2.44,0
121.25,10,withdrawal,0,1785,4,14.98,0
33.04,7,purchase,0,3422,2,57.51,0
185.48,11,purchase,0,3603,1,8.5,0
36.94,14,transfer,0,1309,2,2.96,0
55.34,10,purchase,0,1761,2,12.62,0
54.12,11,purchase,0,1570,1,0.9,0
110.82,12,withdrawal,0,2458,2,17.13,0
34.08,12,transfer,0,2199,1,30.39,0
136.46,22,withdrawal,0,2033,4,0.42,0
32.48,8,withdrawal,0,242,5,26.11,0
136.86,19,purchase,1,3099,1,26.82,0
23.74,19,purchase,0,1332,0,22.61,0
69.34,22,online,0,1406,3,3.27,0
66.14,21,purchase,0,1921,1,5.22,0
37.91,20,purchase,0,3353,2,4.8,0
15.23,14,online,0,121,2,5.0,0
41.32,9,purchase,0,2567,1,5.95,0
56.82,15,online,0,1382,4,1.02,0
152.72,20,purchase,0,954,3,1.48,0
22.85,15,purchase,0,3096,0,12.09,0
243.85,7,purchase,1,802,1,5.33,0
23.24,14,transfer,0,1671,3,7.73,0
60.04,11,transfer,0,1711,1,7.73,0
93.21,22,purchase,0,3598,0,7.13,0
54.36,13,purchase,0,3634,4,3.33,0
58.91,11,purchase,0,567,1,10.16,0
10.21,16,online,0,1997,1,25.92,0
167.42,14,transfer,0,560,7,11.45,0
39.45,17,transfer,0,466,1,20.78,0
98.92,10,purchase,0,2059,1,2.42,0
7.44,19,withdrawal,0,2873,1,13.32,0
217.33,12,withdrawal,0,685,2,1.61,0
45.53,21,transfer,0,1980,1,27.91,0
46.69,13,transfer,0,1570,3,4.06,0
72.04,18,transfer,0,1530,2,5.54,0
121.82,10,transfer,0,1880,1,20.37,0
46.62,16,purchase,0,3139,2,2.68,0
181.16,21,online,0,1563,2,21.32,0
83.15,17,purchase,0,1962,2,1.06,0
489.93,10,purchase,0,344,2,46.43,1
26.93,13,withdrawal,0,2582,2,44.78,0
65.77,6,transfer,0,3648,2,2.78,0
98.21,8,withdrawal,0,3056,0,22.54,0
34.99,15,purchase,0,3463,2,20.59,0
64.76,12,purchase,0,2841,2,2.73,0
50.45,18,transfer,0,2887,3,1.92,0
134.42,11,purchase,0,728,2,20.83,0
108.54,7,withdrawal,0,2122,1,5.9,0
27.76,16,online,0,3561,1,12.41,0
17.69,12,purchase,0,2542,3,61.71,0
44.72,21,withdrawal,0,3541,1,10.3,0
84.06,8,withdrawal,0,346,2,7.28,0
167.93,21,purchase,0,1400,3,15.37,0
10.88,19,purchase,0,2329,4,40.28,0
73.13,20,purchase,0,2308,3,10.88,0
56.4,20,purchase,0,44,2,19.33,0
130.6,6,online,1,390,3,13.14,0
104.37,12,purchase,0,1999,0,22.93,0
37.4,19,online,0,1162,3,7.18,0
134.1,21,withdrawal,0,1651,2,6.89,0
28.26,9,purchase,0,2406,1,0.29,0
31.12,11,transfer,0,2112,3,24.54,0
56.95,19,purchase,0,3565,5,0.37,0
107.04,13,purchase,0,912,2,1.38,0
101.63,7,transfer,0,1263,2,21.32,0
84.33,11,purchase,0,1537,2,0.96,0
21.43,10,withdrawal,0,1087,2,8.92,0
143.7,22,purchase,0,376,2,23.89,0
70.58,13,transfer,0,3140,6,25.2,0
51.29,9,purchase,0,2751,1,3.1,0
13.8,12,purchase,0,3539,4,3.67,0
31.25,10,purchase,0,1069,3,0.97,0
741.97,20,online,1,92,4,130.08,1
19.22,12,withdrawal,0,3634,2,4.76,0
486.78,2,online,0,41,3,179.92,1
34.89,17,online,0,298,1,15.32,0
26.57,14,purchase,0,1425,3,7.74,0
52.99,22,withdrawal,0,1704,4,11.96,0
31.08,17,online,0,858,2,4.94,0
29.82,19,purchase,0,2111,3,1.37,0
179.01,18,purchase,0,617,0,21.44,0
137.57,17,transfer,0,2156,5,40.84,0
19.22,11,transfer,0,1131,3,2.62,0
265.08,19,withdrawal,0,490,5,1.26,0
16.55,8,purchase,0,3396,0,26.6,0
214.98,10,purchase,1,3588,4,19.85,0
38.88,20,purchase,0,450,4,0.3,0
103.49,8,withdrawal,0,2805,3,14.14,0
112.64,15,online,0,2239,1,11.33,0
82.31,11,purchase,0,3528,7,22.7,0
60.22,17,purchase,0,1680,1,17.24,0
16.27,9,purchase,0,2705,0,11.92,0
15.65,9,transfer,0,1667,1,17.95,0
59.86,18,purchase,0,1212,2,21.9,0
99.77,19,online,0,843,0,1.21,0
126.95,7,withdrawal,0,126,1,0.29,0
34.37,13,purchase,0,2359,2,9.4,0
44.0,15,purchase,0,2020,0,35.57,0
37.49,20,purchase,0,1596,2,13.05,0
23.68,12,online,0,1689,2,10.21,0
129.88,6,withdrawal,1,849,1,6.33,0
74.68,20,purchase,0,1939,2,1.01,0
60.42,11,purchase,0,1855,3,12.96,0
83.38,15,purchase,0,2040,0,67.69,0
101.65,15,purchase,0,1002,0,6.73,0
20.04,16,purchase,0,3261,2,0.18,0
23.47,16,withdrawal,0,436,0,0.38,0
58.69,22,withdrawal,0,1712,2,1.52,0
64.27,18,online,0,1824,0,9.79,0
49.55,6,purchase,0,3646,1,25.66,0
153.34,14,withdrawal,0,181,2,13.3,0
149.0,18,online,0,725,2,7.02,0
34.32,7,withdrawal,0,2953,0,13.89,0
55.63,22,purchase,0,1750,2,8.41,0
33.94,14,online,0,3595,1,4.72,0
47.21,9,transfer,0,1885,0,6.35,0
90.75,18,online,0,2882,5,0.67,0
155.88,15,purchase,0,3491,2,0.31,0
56.39,14,purchase,0,2403,4,18.74,0
26.1,8,purchase,0,2306,1,25.73,0
39.4,13,purchase,0,695,1,1.07,0
131.2,11,withdrawal,0,2923,3,9.76,0
43.98,9,purchase,0,2365,2,3.42,0
65.94,12,transfer,0,3043,2,9.48,0
72.99,18,transfer,0,1092,5,12.22,0
19.25,12,purchase,0,3160,2,11.77,0
50.75,14,purchase,0,2726,2,18.46,0
124.44,7,withdrawal,0,2514,1,10.55,0
105.31,6,withdrawal,0,2941,1,4.63,0
159.24,10,purchase,0,452,6,5.76,0
50.72,9,online,0,2719,2,17.65,0
173.96,21,withdrawal,0,1308,7,8.28,0
181.52,20,transfer,0,641,1,11.34,0
161.03,18,purchase,0,788,4,14.6,0
5.64,13,purchase,0,2001,5,3.93,0
24.94,11,purchase,0,2486,4,6.64,0
74.27,7,transfer,0,221,2,3.99,0
91.75,16,withdrawal,1,560,1,59.93,0
55.17,17,purchase,0,1022,1,1.53,0
82.59,12,purchase,0,1108,0,10.25,0
48.4,16,transfer,0,1231,1,0.39,0
201.17,8,purchase,0,1452,2,23.87,0
31.67,20,purchase,0,2691,3,2.88,0
34.06,18,purchase,0,2205,2,6.16,0
30.97,20,transfer,0,2714,0,13.78,0
121.07,13,purchase,0,578,0,7.24,0
58.2,7,purchase,0,2857,4,4.01,0
68.37,13,purchase,0,1576,3,1.99,0
137.52,11,purchase,0,200,2,10.06,0
49.57,8,purchase,0,1803,2,0.12,0
17.92,7,online,0,3310,2,4.0,0
39.22,9,purchase,0,484,2,9.29,0
29.42,10,withdrawal,0,1442,3,43.41,0
66.74,8,transfer,0,46,0,1.21,0
62.11,20,transfer,0,2542,1,10.31,0
299.34,19,purchase,1,453,3,12.18,0
173.52,20,purchase,0,3421,3,19.22,0
38.3,7,transfer,0,1827,2,17.47,0
97.54,19,purchase,0,321,1,14.25,0
15.58,17,purchase,0,1610,1,1.61,0
59.73,7,purchase,0,512,2,28.26,0
6.98,20,purchase,0,185,1,77.08,0
409.88,3,transfer,0,224,8,260.1,1
35.77,8,purchase,0,1641,1,20.44,0
213.57,10,transfer,0,1061,2,2.0,0
9.17,16,transfer,0,976,3,21.0,0
165.11,9,purchase,0,468,1,14.74,0
39.57,7,purchase,0,2433,0,5.95,0
60.38,18,purchase,0,2679,0,8.6,0
27.23,21,withdrawal,0,1385,3,47.37,0
99.56,20,online,0,1109,1,0.14,0
17.62,15,withdrawal,0,3321,3,37.48,0
121.94,21,purchase,0,2697,3,6.6,0
68.67,21,online,0,54,3,1.12,0
149.13,15,purchase,0,1190,3,1.22,0
538.53,2,withdrawal,0,208,4,147.01,1
299.66,7,withdrawal,0,901,7,66.89,0
96.1,7,transfer,0,1145,0,33.27,0
122.19,22,online,0,2920,3,19.9,0
19.06,14,withdrawal,0,2946,1,3.82,0
30.05,15,transfer,0,471,1,13.46,0
31.35,22,online,0,3391,4,8.8,0
34.54,22,withdrawal,0,1218,4,15.0,0
70.6,6,transfer,0,3408,0,19.02,0
32.28,17,purchase,0,3550,2,17.54,0
21.94,8,online,0,1195,0,35.3,0
97.06,22,withdrawal,0,492,1,39.97,0
214.23,9,purchase,0,2958,0,10.75,0
80.47,12,transfer,1,3451,0,21.81,0
8.68,7,purchase,0,3260,0,1.06,0
83.38,13,transfer,0,1481,0,5.08,0
99.17,6,withdrawal,0,1928,1,1.4,0
36.31,20,purchase,0,333,4,11.74,0
91.9,18,purchase,0,2497,1,1.33,0
79.63,12,purchase,0,2764,1,19.83,0
35.97,22,purchase,0,3590,2,19.41,0
12.8,11,online,0,1482,2,14.38,0
36.92,17,purchase,0,387,6,6.81,0
97.28,15,purchase,1,2650,2,26.75,0
43.9,19,online,0,3517,2,0.85,0
34.84,15,withdrawal,0,561,6,41.46,0
65.99,13,purchase,0,1353,3,5.16,0
17.9,20,purchase,0,654,1,30.09,0
27.41,22,purchase,0,989,5,5.73,0
98.7,20,withdrawal,0,549,1,0.85,0
103.39,16,withdrawal,0,3151,3,38.0,0
158.48,8,purchase,0,2062,2,6.93,0
69.4,12,online,0,2750,1,16.15,0
47.59,20,purchase,0,626,2,43.15,0
36.8,13,transfer,0,1286,3,6.67,0
91.95,8,purchase,0,3023,4,22.37,0
153.58,21,purchase,0,1166,2,2.77,0
408.39,17,online,0,279,6,624.77,1
71.6,17,transfer,1,806,2,2.21,0
11.34,6,online,0,3311,1,13.41,0
42.18,10,purchase,0,3191,3,0.12,0
76.57,9,purchase,0,378,4,8.9,0
134.87,18,transfer,0,3567,1,5.22,0
73.42,12,purchase,0,482,4,13.72,0
17.12,10,purchase,0,69,1,7.78,0
22.96,6,purchase,0,2432,3,28.93,0
75.43,8,withdrawal,0,328,2,0.82,0
52.29,12,purchase,0,548,0,29.1,0
97.02,16,purchase,0,2430,0,6.62,0
36.38,10,withdrawal,0,1824,2,11.64,0
66.19,6,purchase,0,1682,5,4.71,0
19.18,11,purchase,0,2357,2,3.33,0
50.8,8,purchase,0,3517,5,20.21,0
163.11,18,purchase,0,674,0,25.08,0
167.45,15,transfer,0,165,2,1.05,0
77.68,22,transfer,0,3292,2,1.0,0
87.49,15,withdrawal,0,2797,2,75.36,0
75.22,14,online,0,290,2,8.12,0
55.05,8,purchase,0,2837,0,17.05,0
49.57,11,transfer,0,2835,2,24.26,0
137.63,17,purchase,1,406,0,107.5,0
134.94,12,purchase,0,508,2,14.18,0
66.98,22,transfer,0,1795,4,4.45,0
52.88,10,transfer,0,2084,5,65.74,0
67.21,8,purchase,0,3258,2,13.59,0
691.3,23,online,1,143,3,103.03,1
41.24,19,transfer,0,910,2,17.73,0
71.62,10,purchase,0,712,0,15.55,0
104.9,21,purchase,0,3416,2,48.68,0
76.26,12,withdrawal,0,1823,2,29.08,0
32.33,21,online,0,872,2,1.02,0
5.18,18,purchase,0,3083,3,5.9,0
142.19,22,online,0,2502,3,29.44,0
142.08,16,transfer,0,671,1,6.22,0
70.08,17,withdrawal,0,2121,3,1.03,0
28.28,19,withdrawal,0,3022,1,13.66,0
1144.96,1,online,0,54,2,107.37,1
26.5,10,withdrawal,0,3023,2,3.72,0
22.26,18,purchase,0,2892,2,2.45,0
73.41,14,purchase,0,2229,2,30.98,0
51.3,12,purchase,0,1509,4,4.37,0
72.83,22,online,0,2046,2,55.65,0
36.81,10,purchase,0,549,2,18.38,0
32.95,18,purchase,0,209,4,1.93,0
8.96,19,withdrawal,1,1833,4,18.39,0
18.57,17,purchase,1,2213,0,5.28,0
192.48,11,transfer,0,2912,4,52.54,0
39.61,20,transfer,0,2787,4,5.21,0
32.44,17,withdrawal,0,492,3,1.48,0
104.84,12,withdrawal,0,2780,3,16.34,0
179.63,17,transfer,0,1588,4,1.51,0
21.51,22,purchase,0,416,2,11.78,0
31.13,14,purchase,0,427,0,40.44,0
59.49,9,online,0,224,1,13.86,0
175.67,17,withdrawal,0,3359,3,3.68,0
37.55,13,purchase,0,2027,2,12.65,0
51.15,17,online,0,1147,3,6.82,0
141.61,6,purchase,0,3050,0,14.69,0
104.47,18,online,0,952,1,21.68,0
148.33,16,purchase,0,3504,1,13.63,0
170.32,10,purchase,0,2335,0,7.16,0
157.25,20,purchase,0,513,3,1.79,0
46.05,6,purchase,0,1589,2,2.21,0
62.91,8,purchase,0,779,1,31.06,0
28.32,22,transfer,0,2861,4,22.88,0
115.12,15,purchase,0,2634,3,41.8,0
83.49,20,purchase,0,1709,1,16.38,0
20.86,8,purchase,1,240,6,2.8,0
46.14,8,purchase,0,3329,1,3.92,0
49.59,18,purchase,0,360,1,13.66,0
65.23,11,purchase,0,1233,3,8.8,0
81.55,10,transfer,0,1022,0,23.7,0
114.06,18,online,0,786,2,1.34,0
57.77,18,purchase,0,3593,3,7.04,0
45.64,19,withdrawal,0,1268,1,9.24,0
192.72,17,purchase,0,3108,1,13.9,0
105.94,22,purchase,0,1715,2,16.47,0
67.69,22,withdrawal,1,60,2,5.88,0
7.59,20,purchase,0,3035,4,10.52,0
17.81,6,transfer,0,2728,1,12.37,0
130.5,22,purchase,1,1419,2,0.46,0
79.91,14,purchase,0,2416,1,6.7,0
156.51,22,purchase,0,1992,0,13.59,0
79.31,19,purchase,0,1723,1,79.88,0
42.2,11,purchase,0,2077,0,12.27,0
93.15,9,transfer,0,1906,3,0.68,0
105.68,21,purchase,0,54,2,22.92,0
84.89,7,withdrawal,0,3109,1,0.64,0
58.0,13,purchase,0,3489,1,29.04,0
52.59,7,purchase,0,337,5,24.76,0
7.65,14,online,1,3057,1,0.09,0
50.74,11,online,0,3322,0,15.27,0
87.36,20,online,1,2716,0,13.75,0
91.97,15,purchase,0,723,1,6.54,0
44.34,17,purchase,0,3061,2,14.91,0
94.9,22,purchase,1,3067,2,10.59,0
173.72,16,purchase,0,1267,1,25.43,0
42.03,18,purchase,0,2294,0,10.33,0
120.53,18,purchase,0,2281,1,0.98,0
120.15,22,purchase,1,2495,1,36.97,0
95.88,6,withdrawal,0,1106,2,0.65,0
97.86,6,purchase,0,138,2,2.89,0
143.16,18,purchase,0,1554,5,12.92,0
76.33,21,purchase,0,1809,2,36.0,0
57.46,6,purchase,0,2760,1,0.0,0
175.62,22,purchase,0,1260,2,6.58,0
150.18,13,withdrawal,0,1951,0,0.25,0
30.19,19,withdrawal,0,1940,2,5.19,0
28.82,19,online,0,1621,1,0.46,0
34.81,14,withdrawal,0,3021,2,0.88,0
59.23,20,purchase,0,3533,0,1.09,0
16.48,10,transfer,0,2091,4,8.43,0
95.79,13,purchase,0,1445,1,1.2,0
42.89,15,withdrawal,0,3474,3,17.7,0
32.56,17,purchase,0,2541,2,5.18,0
42.64,13,purchase,0,1883,1,4.85,0
207.87,9,purchase,0,1724,2,5.34,0
26.49,9,purchase,0,3230,1,29.97,0
106.44,18,withdrawal,0,2282,2,11.89,0
80.39,20,purchase,0,1473,0,34.75,0
285.36,8,online,0,2088,4,13.07,0
48.71,8,purchase,0,2555,2,2.19,0
18.76,9,transfer,0,1677,4,9.88,0
112.06,14,purchase,0,1949,3,13.1,0
38.59,17,transfer,0,2726,0,56.15,0
59.55,22,purchase,0,1938,3,0.45,0
75.75,22,online,1,2868,3,34.83,0
60.55,7,purchase,0,3323,4,15.16,0
80.7,10,online,0,1593,0,3.22,0
36.84,20,purchase,0,1688,4,13.94,0
66.4,20,transfer,0,1125,0,5.9,0
52.79,7,purchase,0,792,0,4.89,0
111.5,15,withdrawal,0,3263,0,11.36,0
11.97,21,withdrawal,0,2452,2,11.75,0
15.68,17,purchase,0,3350,3,7.3,0
156.3,16,purchase,0,2491,1,30.75,0
35.29,13,purchase,0,1823,2,9.11,0
702.52,5,purchase,0,142,8,216.15,1
58.03,17,purchase,0,1202,2,1.51,0
101.86,20,purchase,0,2378,0,15.38,0
40.02,6,purchase,0,3056,2,4.23,0
29.27,11,withdrawal,0,743,1,20.79,0
73.05,9,online,0,3260,0,1.74,0
120.61,20,transfer,0,1939,1,63.87,0
211.35,15,online,0,1265,3,15.38,0
144.78,17,purchase,0,1304,2,31.9,0
38.75,8,transfer,0,1832,2,15.68,0
70.34,17,withdrawal,0,2323,4,27.25,0
79.64,8,purchase,0,1314,0,16.38,0
127.36,7,withdrawal,0,3404,2,12.93,0
116.28,9,transfer,0,1097,2,2.65,0
109.73,11,online,0,541,2,9.41,0
192.88,15,withdrawal,0,1529,4,8.78,0
124.07,15,withdrawal,0,1939,3,3.79,0
267.44,18,purchase,1,2562,1,0.06,0
146.26,12,online,0,2803,3,10.06,0
29.46,15,purchase,0,911,1,3.1,0
64.72,16,online,0,464,2,9.0,0
8.27,21,online,0,1856,1,0.45,0
81.76,7,withdrawal,0,2892,1,28.76,0
42.61,18,purchase,0,2032,1,66.36,0
36.78,11,purchase,0,1154,2,15.04,0
8.92,14,purchase,0,702,0,72.06,0
108.95,9,purchase,0,1941,1,0.07,0
48.18,17,online,0,1757,0,17.58,0
171.52,18,withdrawal,0,3076,2,13.06,0
59.88,21,transfer,0,492,3,3.99,0
79.65,9,purchase,0,2521,2,7.23,0
122.36,7,purchase,0,207,2,16.63,0
230.51,10,purchase,0,2289,3,1.03,0
153.54,20,purchase,0,2037,0,4.09,0
70.35,14,withdrawal,0,2907,2,5.07,0
50.04,20,withdrawal,0,2207,1,8.71,0
79.17,21,purchase,0,3613,1,8.04,0
128.82,11,online,0,2628,0,35.71,0
274.02,13,purchase,0,1540,0,23.97,0
33.69,16,withdrawal,0,2296,0,14.61,0
90.01,14,withdrawal,0,471,2,17.04,0
45.82,18,purchase,0,3561,0,2.86,0
139.3,21,purchase,0,3279,0,9.79,0
43.32,11,purchase,0,1731,4,3.98,0
40.7,8,withdrawal,0,2124,0,15.39,0
7.61,15,withdrawal,0,2976,2,6.45,0
82.28,8,transfer,0,305,4,13.67,0
8.96,22,purchase,0,772,1,47.64,0
12.81,10,purchase,0,1748,5,1.29,0
142.83,11,purchase,0,3074,2,4.92,0
104.98,21,online,0,871,1,22.77,0
22.4,12,online,0,1530,5,31.3,0
87.43,21,withdrawal,0,202,1,2.75,0
57.07,7,transfer,1,1785,2,37.46,0
77.87,13,withdrawal,0,2779,3,2.42,0
2231.09,0,online,0,261,4,146.03,1
88.81,13,withdrawal,0,2405,4,2.52,0
93.0,20,purchase,0,3437,1,8.94,0
90.0,7,transfer,0,2388,1,15.8,0
150.77,12,purchase,0,1137,1,16.21,0
18.1,22,withdrawal,0,3548,0,14.14,0
103.71,11,purchase,0,3463,3,19.19,0
33.57,10,purchase,0,1086,2,11.71,0
103.19,21,purchase,0,1743,1,16.46,0
77.7,11,purchase,0,2634,2,3.49,0
45.84,19,transfer,0,2567,4,1.26,0
33.0,18,withdrawal,0,1258,4,3.38,0
38.21,13,purchase,0,1747,0,24.52,0
94.72,22,purchase,0,361,1,3.28,0
57.83,8,purchase,0,2340,2,10.65,0
225.96,16,withdrawal,0,3186,2,7.45,0
142.16,21,online,0,1598,1,10.06,0
10.11,8,withdrawal,0,753,4,16.84,0
123.97,19,purchase,0,204,4,16.87,0
73.43,13,purchase,0,196,2,1.58,0
14.31,14,purchase,0,1237,0,11.56,0
47.11,10,transfer,0,75,3,2.74,0
43.8,7,purchase,0,825,1,1.49,0
312.56,15,purchase,0,1837,2,9.18,0
54.48,9,purchase,0,2534,0,2.02,0
43.54,14,purchase,0,3305,3,10.02,0
9.64,7,withdrawal,0,700,4,4.4,0
47.24,18,purchase,0,2057,1,4.88,0
45.53,7,purchase,0,3522,2,0.93,0
61.26,17,purchase,0,1729,2,7.53,0
1.96,22,withdrawal,0,2205,1,4.49,0
27.53,21,withdrawal,0,3291,2,1.57,0
31.85,11,online,0,1407,3,6.64,0
74.24,7,purchase,0,35,2,2.02,0
59.47,9,online,0,1628,4,9.46,0
137.95,10,online,0,925,1,25.53,0
52.13,20,withdrawal,0,3484,1,25.55,0
90.55,7,purchase,0,3126,1,11.93,0
47.14,19,purchase,0,1197,3,2.7,0
46.78,13,purchase,0,99,1,8.19,0
66.18,20,online,0,1831,0,10.89,0
89.54,9,withdrawal,0,2544,0,0.76,0
520.99,1,transfer,0,46,14,1100.59,1
42.86,21,withdrawal,0,111,1,18.32,0
11.31,17,purchase,0,1651,2,3.53,0
2.23,12,purchase,0,794,1,0.21,0
110.32,9,purchase,0,161,0,24.47,0
114.79,18,withdrawal,0,3334,0,4.07,0
25.69,17,purchase,0,2867,3,6.62,0
114.8,16,transfer,0,518,2,24.97,0
50.71,20,withdrawal,0,2424,3,34.82,0
14.99,22,online,0,2850,1,19.63,0
72.91,22,purchase,0,3087,4,14.07,0
418.58,1,online,0,204,4,351.55,1
227.87,17,withdrawal,0,2145,1,21.98,0
15.68,7,withdrawal,0,2510,1,0.67,0
191.84,17,transfer,0,368,3,7.46,0
37.07,20,online,0,1865,1,42.37,0
65.13,15,purchase,0,1218,1,10.35,0
185.95,12,purchase,0,731,1,37.01,0
44.02,14,purchase,0,162,0,7.78,0
98.36,13,purchase,0,391,2,6.65,0
57.93,7,transfer,0,3577,3,39.89,0
17.22,8,purchase,0,1725,0,48.64,0
67.15,11,purchase,0,1687,2,7.02,0
114.05,19,purchase,0,411,1,25.85,0
49.73,15,withdrawal,0,194,1,1.87,0
75.48,9,purchase,0,3157,3,8.56,0
138.36,13,online,0,538,3,4.98,0
21.65,6,withdrawal,0,860,1,1.37,0
79.75,17,withdrawal,0,971,0,85.18,0
20.4,20,purchase,0,3339,1,4.51,0
46.94,17,purchase,0,2558,3,74.11,0
89.49,8,purchase,0,1409,1,7.72,0
22.92,13,transfer,0,2539,2,15.92,0
209.99,21,transfer,0,900,6,4.33,0
108.09,6,withdrawal,0,3504,2,24.06,0
110.66,21,purchase,0,3210,2,11.87,0
60.26,15,purchase,0,2623,2,23.27,0
46.43,18,purchase,0,492,3,10.29,0
58.22,7,purchase,0,1139,2,1.82,0
58.49,13,withdrawal,0,258,1,4.82,0
24.1,6,purchase,0,2945,3,15.2,0
100.9,14,online,0,1411,3,0.08,0
117.66,22,withdrawal,0,1420,1,11.5,0
29.41,6,purchase,0,544,0,12.5,0
48.22,8,purchase,0,719,2,12.91,0
5.42,17,purchase,1,1803,3,3.49,0
29.69,21,withdrawal,0,782,1,4.34,0
86.36,12,purchase,0,910,2,48.43,0
61.61,18,purchase,0,1529,3,23.72,0
169.71,11,purchase,0,1254,0,1.38,0
49.4,17,purchase,0,1379,5,4.68,0
79.7,21,purchase,0,3308,2,4.57,0
59.42,19,purchase,1,1785,3,7.99,0
70.54,16,withdrawal,0,2087,6,5.55,0
123.48,7,purchase,0,3538,2,16.39,0
71.41,22,purchase,0,3065,2,1.02,0
200.54,15,online,1,1795,1,12.92,0
12.43,21,withdrawal,0,2237,0,11.07,0
80.38,17,withdrawal,0,3447,1,15.12,0
53.9,18,withdrawal,0,3101,2,14.17,0
